authors,title,year,source_title,doi,abstract,cited_by
"Salleh M.H.M., Esa Y., Ngalimat M.S., Chen P.N.","Faecal DNA metabarcoding reveals novel bacterial community patterns of critically endangered Southern River Terrapin, Batagur affinis",2022,PeerJ,10.7717/peerj.12970,"Southern River Terrapin, Batagur affinis, is a freshwater turtle listed as critically endangered on the IUCN Red List since 2000. Many studies suggest that faecal DNA metabarcoding can shield light on the host-associated microbial communities that play important roles in host health. Thus, this study aimed to characterise and compare the faecal bacterial community between captive and wild B. affinis using metabarcoding approaches. A total of seven faeces samples were collected from captive (N = 5) and wild (N = 2) adult B. affinis aseptically, crossing the East and West coast of peninsular Malaysia. The DNA was extracted from the faeces samples, and the 16S rRNA gene (V3–V4 region) was amplified using polymerase chain reaction (PCR). The amplicon was further analysed using SILVA and DADA2 pipelines. In total, 297 bacterial communities taxonomic profile (phylum to genus) were determined. Three phyla were found in high abundance in all faeces samples, namely Firmicutes (38.69%), Bacteroidetes (24.52%), and Fusobacteria (6.95%). Proteobacteria were detected in all faeces samples (39.63%), except the wild sample, KBW3. Under genus level, Cetobacteriumwas found as the most abundant genus (67.79%), followed by Bacteroides (24.56%) and Parabacteroides (21.78%). The uncultured genus had the highest abundance (88.51%) even though not detected in the BK31 and KBW2 samples. The potential probiotic genera (75.00%) were discovered to be more dominant in B. affinis faeces samples. Results demonstrated that the captive B. affinis faeces samples have a greater bacterial variety and richness than wild B. affinis faeces samples. This study has established a starting point for future investigation of the gut microbiota of B. affinis. Copyright 2022 Mohd Salleh et al.",
"Chen Y., Lin Y., Shan C., Li Z., Xiao B., He R., Huang X., Wang Z., Zhang J., Qiao W.",Effect of Fufang Huangqi Decoction on the Gut Microbiota in Patients With Class I or II Myasthenia Gravis,2022,Frontiers in Neurology,10.3389/fneur.2022.785040,"Objective: To investigate the effect of Fufang Huangqi Decoction on the gut microbiota in patients with class I or II myasthenia gravis (MG) and to explore the correlation between gut microbiota and MG (registration number, ChiCTR2100048367; registration website, http://www.chictr.org.cn/listbycreater.aspx; NCBI: SRP338707). Methods: In this study, microbial community composition and diversity analyses were carried out on fecal specimens from MG patients who did not take Fufang Huangqi Decoction (control group, n = 8) and those who took Fufang Huangqi Decoction and achieved remarkable alleviation of symptoms (medication group, n = 8). The abundance, diversity within and between habitats, taxonomic differences and corresponding discrimination markers of gut microbiota in the control group and medicated group were assessed. Results: Compared with the control group, the medicated group showed a significantly decreased abundance of Bacteroidetes (P < 0.05) and significantly increased abundance of Actinobacteria at the phylum level, a significantly decreased abundance of Bacteroidaceae (P < 0.05) and significantly increased abundance of Bifidobacteriaceae at the family level and a significantly decreased abundance of Blautia and Bacteroides (P < 0.05) and significantly increased abundance of Bifidobacterium, Lactobacillus and Roseburia at the genus level. Compared to the control group, the medicated group had decreased abundance, diversity, and genetic diversity of the communities and increased coverage, but the differences were not significant (P > 0.05); the markers that differed significantly between communities at the genus level and influenced the differences between groups were Blautia, Bacteroides, Bifidobacterium and Lactobacillus. Conclusions: MG patients have obvious gut microbiota-associated metabolic disorders. Fufang Huangqi Decoction regulates the gut microbiota in patients with class I or II MG by reducing the abundance of Blautia and Bacteroides and increasing the abundance of Bifidobacterium and Lactobacillus. The correlation between gut microbiota and MG may be related to cell-mediated immunity. Copyright © 2022 Chen, Lin, Shan, Li, Xiao, He, Huang, Wang, Zhang and Qiao.",
"Lu X., Jing Y., Zhang N., Cao Y.","Eurotium cristatum, a Probiotic Fungus from Fuzhuan Brick Tea, and Its Polysaccharides Ameliorated DSS-Induced Ulcerative Colitis in Mice by Modulating the Gut Microbiota",2022,Journal of Agricultural and Food Chemistry,10.1021/acs.jafc.1c08301,"Eurotium cristatum is a potential probiotic fungus that is used to enhance Fuzhuan tea quality through fermentation and could reduce obesity by modulating gut dysbiosis. This study aimed to investigate the effects and possible mechanisms of killed E. cristatum (KEC) and its polysaccharides (ECP) in ulcerative colitis (UC) relief. KEC and ECP were administered to mice with dextran sulfate sodium-induced UC. The results showed that UC severity, intestinal inflammation, and tight junction protein levels were greatly improved. Furthermore, 16S rRNA sequencing results showed that Escherichia coli, Enterococcus faecium, Clostridium perfringens, Bacteroides caccae, Rothia aeria, and Prevotella melaninogenica were depleted, while Alistipes finegoldii and Bacteroides stercorirosoris were enriched. A fecal microbial transplantation trial confirmed that KEC and ECP ameliorated UC by regulating gut dysbiosis. Thus, this research suggests that KEC and ECP are novel, potent, food-based anti-inflammatory agents that relieve UC by modulating gut dysbiosis. © 2022 American Chemical Society",
"Fu Q., Zhou S., Yu M., Lu Y., He G., Huang X., Huang Y.",Portulaca oleracea Polysaccharides Modulate Intestinal Microflora in Aged Rats in vitro,2022,Frontiers in Microbiology,10.3389/fmicb.2022.841397,"To explore the effect of Portulaca oleracea polysaccharides (POP) in regulating intestinal microflora in aged rats in vitro, its intestinal microbial composition was analyzed by 16 S rDNA high-throughput sequencing, and the level of short-chain fatty acids in fermentation broth was determined by LC-MS. POP significantly upregulated the relative abundance of Lactobacillus, Eggerthella, and Paraprevotella and significantly downregulated Escherichia_Shigella, Bacteroides, and Eubacterium nodatum groups. The pH value and ammonia nitrogen level decreased significantly in the POP-treated group, resulting in a more short-chain fatty acid consumption which changed the acid–base environment of the fermentation broth. In conclusion, POP is beneficial to aged rats because it can regulate intestinal flora, promote the growth of probiotics, and inhibit the reproduction of pathogenic bacteria. Copyright © 2022 Fu, Zhou, Yu, Lu, He, Huang and Huang.",
"Wang Q., Guo M., Liu Y., Xu M., Shi L., Li X., Zhao J., Zhang H., Wang G., Chen W.",Bifidobacterium breve and Bifidobacterium longum Attenuate Choline-Induced Plasma Trimethylamine N-Oxide Production by Modulating Gut Microbiota in Mice,2022,Nutrients,10.3390/nu14061222,"Atherosclerosis is the main cause of myocardial infarction and stroke, and the morbidity and mortality rates of cardiovascular disease are among the highest of any disease worldwide. Excessive plasma trimethylamine-N-oxide (TMAO), an intestinal metabolite, promotes the development of atherosclerosis. Therefore, effective measures for reducing plasma TMAO production can contribute to preventing atherosclerosis. Probiotics are living microorganisms that are beneficial to the human body, and some of them can attenuate plasma TMAO production. To explore the effects of probiotic supplementation on plasma TMAO in choline-fed mice, we intragastrically administered eight strains of Bifidobacterium breve and eight strains of Bifidobacterium longum to mice for 6 weeks. B. breve Bb4 and B. longum BL1 and BL7 significantly reduced plasma TMAO and plasma and cecal trimethylamine concentrations. However, hepatic flavin monooxygenase (FMO) activity, flavin-containing monooxygenase 3 (FMO3), farnesoid X receptor (FXR) protein expression and TMAO fractional excretion were not significantly affected by Bifidobacterium supplementation. The treatment of Bifidobacterium strains modulated the abundances of several genera such as Ruminococcaceae UCG-009, Ruminococcaceae UCG-010, which belong to the Firmicutes that has been reported with cut gene clusters, which may be related to the reduction in intestinal TMA and plasma TMAO. Additionally, a reduction in Ruminococcaceae indicates a reduction in circulating glucose and lipids, which may be another pathway by which Bifidobacterium strains reduce the risk of atherosclerosis. The effect of Bifidobacterium strains on Bacteroides also suggests a relationship between the abundance of this genus and TMA concentrations in the gut. Therefore, the mechanism underlying these changes might be gut microbiota regulation. These Bifidobacterium strains may have therapeutic potential for alleviating TMAO-related diseases. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",
"Yao M., Fei Y., Zhang S., Qiu B., Zhu L., Li F., Berglund B., Xiao H., Li L.",Gut Microbiota Composition in Relation to the Metabolism of Oral Administrated Resveratrol,2022,Nutrients,10.3390/nu14051013,"Resveratrol (RSV) has been confirmed to confer multiple health benefits, and the majority of RSV tends to be metabolized in the gut microbiota after oral administration. In this study, the metabolism of RSV was investigated by using mouse models with distinct gut microbiota composi-tions: germ-free mice colonized with probiotics, conventional mouse, and DSS-induced colitis mouse models. The results demonstrated that in feces, the metabolites of RSV, including resveratrol sulfate (RES-sulfate), resveratrol glucuronide (RES-glucuronide), and dihydroresveratrol, significantly increased after probiotics colonized in germ-free mice. Furthermore, RES-sulfate and RES-glucuronide were below the detectable limit in the feces of conventional mice, with dihydroresveratrol being the dominant metabolite. Compared to the conventional mice, the ratio of Firmicutes/Bacteroides and the abundance of Lactobacillus genera were found significantly elevated in colitis mice after long-term ingestion of RSV, which shifted the metabolism of RSV in return. Our study provided critical implications in further application of RSV in foods and food supplements. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",
"Wang Y., Wang B., Zhan X., Wang Y., Li W.","Effects of glucose oxidase and its combination with B. amyloliquefaciens SC06 on intestinal microbiota, immune response and antioxidative capacity in broilers",2022,Animal,10.1016/j.animal.2022.100473,"Glucose oxidase (GOD) is an aerobic dehydrogenase, which catalyses the oxidation of β-D-glucose to gluconic acid and hydrogen peroxide. This study aimed to investigate the effects of dietary glucose oxidase and its combined effects with Bacillus amyloliquefaciens SC06 (BaSC06) on the intestinal microbiota, immune function and antioxidant capacity of broilers. One-day-old male Lingnan yellow-feathered broilers (n = 720) were randomly assigned to four treatment groups: Control group (basal diet), Anti group (basal diet supplemented with 200 mg/kg enramycin), GOD group (basal diet supplemented with 75 U/kg GOD), and combination of GOD and BaSC06 (GB) group (GOD diet (75 U/kg) supplemented with 1 × 108 colony-forming units BaSC06/kg feed), with six replicates per group and 30 birds per replicate. The experiment was conducted over 52 days. The results indicated a significant decrease in α-diversity (Observed species, Chao1, PD_whole_tree and Shannon) with GOD treatment, compared with the control group. GB treatment also significantly decreased the Shannon index of cecal microbiota. GOD treatment significantly decreased the α-diversity, whereas GB treatment significantly increased these indices except for the Chao1 index, compared with the Anti group. Compared with the control group, the relative abundance of Bacteroides in the GOD and GB groups was significantly increased, whereas a decrease in Firmicutes was observed. Compared with the Anti group, GOD treatment significantly increased the relative abundances of Bacteroides and Lactobacillales, while GB treatment significantly increased Lactobacillales and decreased Proteobacteria levels. In addition, GOD treatment significantly decreased interleukin-10 and interferon-γ levels, compared with the control group. In contrast, GB treatment significantly downregulated interferon-γ levels and upregulated secretory immunoglobulin A, transforming growth factor-β and interleukin-2 expression in the jejunal mucosa. GOD treatment significantly decreased transforming growth factor-β and interleukin-10 levels, whereas GB treatment markedly increased interferon-γ expression in the jejunal mucosa compared with the Anti group. Furthermore, GB treatment significantly increased the total antioxidant capability levels and the total superoxide dismutase (T-SOD) and catalase (CAT) activities compared with the control group. Meanwhile, GOD treatment significantly increased glutathione peroxidase (GSH-Px) activity in the jejunal mucosa. Total superoxide dismutase, GSH-Px and CAT activities in the Anti group were higher than in the GOD and GB groups. The malondialdehyde levels in the control group were the highest among all groups. In conclusion, our results indicated that supplementation with GOD alone and its combination with BaSC06 in diet could increase antioxidant capacity, immune function and improve the intestinal microbiota composition of broilers. Combination treatment with GOD with BaSC06 exerted stronger effects than GOD treatment only. © 2022 The Authors",
"Tungsanga S., Panpetch W., Bhunyakarnjanarat T., Udompornpitak K., Katavetin P., Chancharoenthana W., Chatthanathon P., Somboonna N., Tungsanga K., Tumwasorn S., Leelahavanichkul A.","Uremia‐Induced Gut Barrier Defect in 5/6 Nephrectomized Mice Is Worsened by Candida Administration through a Synergy of Uremic Toxin, Lipopolysaccharide, and (1à3)‐β‐D‐ Glucan, but Is Attenuated by Lacticaseibacillus rhamnosus L34",2022,International Journal of Molecular Sciences,10.3390/ijms23052511,"A chronic kidney disease (CKD) causes uremic toxin accumulation and gut dysbiosis, which further induces gut leakage and worsening CKD. Lipopolysaccharide (LPS) of Gram‐negative bacteria and (1à3)‐β‐D‐glucan (BG) of fungi are the two most abundant gut microbial molecules. Due to limited data on the impact of intestinal fungi in CKD mouse models, the influences of gut fungi and Lacticaseibacillus rhamnosus L34 (L34) on CKD were investigated using oral C. albicans-administered 5/6 nephrectomy (5/6Nx) mice. At 16 weeks post‐5/6Nx, Candida‐5/6Nx mice demonstrated an increase in proteinuria, serum BG, serum cytokines (tumor necrotic factor‐α; TNF‐α and interleukin‐6), alanine transaminase (ALT), and level of fecal dysbiosis (Proteobacteria on fecal microbiome) when compared to non‐Candida‐5/6Nx. However, serum creatinine, renal fibrosis, or gut barrier defect (FITC‐dextran assay and endotoxemia) remained comparable between Candida‐ versus non‐Candida‐5/6Nx. The probiotics L34 attenuated several parameters in Candida‐5/6Nx mice, including fecal dysbiosis (Proteobacteria and Bacteroides), gut leakage (fluorescein isothiocyanate (FITC)‐dextran), gut‐derived uremic toxin (trimethylamine‐N‐oxide; TMAO) and indoxyl sulfate; IS), cytokines, and ALT. In vitro, IS combined with LPS with or without BG enhanced the injury on Caco‐2 enterocytes (transepithelial electrical resistance and FITC‐dextran permeability) and bone marrow‐derived macrophages (supernatant cytokines (TNF‐α and interleukin‐1 β; IL‐1β) and inflammatory genes (TNF‐α, IL‐1β, aryl hydrocarbon receptor, and nuclear factor‐κB)), compared with non‐IS activation. These injuries were attenuated by the probiotics condition media. In conclusion, Candida administration worsens kidney damage in 5/6Nx mice through systemic inflammation, partly from gut dysbiosis‐induced uremic toxins, which were attenuated by the probiotics. The additive effects on cell injury from uremic toxin (IS) and microbial molecules (LPS and BG) on enterocytes and macrophages might be an important underlying mechanism. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.",
"Kwak S., Robinson S.J., Lee J.W., Lim H., Wallace C.L., Jin Y.-S.",Dissection and enhancement of prebiotic properties of yeast cell wall oligosaccharides through metabolic engineering,2022,Biomaterials,10.1016/j.biomaterials.2022.121379,"Saccharomyces boulardii is a yeast clinically used for treating various symptoms of gastrointestinal dysbiosis. Despite their genomic relatedness, S. boulardii has a distinctive cell wall oligosaccharide composition compared to baker's yeast S. cerevisiae, such as higher mannan content. Here we explore the beneficial effects of S. boulardii cell wall oligosaccharides through metabolic engineering. We increased the production of guanosine diphosphate (GDP)-mannose, the substrate for cell wall mannan biosynthesis, by perturbing glycolysis flux and overexpressing the enzymes in the GDP-mannose biosynthesis pathway. Combined with overexpression of a cell wall mannoprotein and dolichol phosphate mannose synthase, the cell wall mannan content of S. boulardii increased up to 52%. The identical engineering resulted in marginal changes in the S. cerevisiae cell wall. S. boulardii showed a higher adhesive capacity against Salmonella enterica Typhimurium than S. cerevisiae, and yeast-bacteria sedimentation rates were positively correlated with cell wall mannan contents. Besides, S. boulardii biomass selectively proliferated Bacteroides thetaiotaomicron over Clostridioides difficile more efficiently than S. cerevisiae, and the selectivity was further enhanced by amplifying the cell wall mannan. Collectively, we report the important prebiotic roles of cell wall oligosaccharides in the protective functions of S. boulardii and present a unique metabolic engineering approach to modulate the functions. © 2022 Elsevier Ltd",
"Keikha M., Kamali H.",The impact of Saccharomyces boulardii adjuvant supplementation on alternation of gut microbiota after H. pylori eradication  a metagenomics analysis,2022,Gene Reports,10.1016/j.genrep.2022.101499,"Background: H. pylori is the etiologic factor of severe gastrointestinal clinical outcomes, including peptic ulcer and gastric cancer. Antibiotic therapy through abdominal symptoms causes adverse event rates and upsetting the gastric microbiota. However, the effect of probiotic supplementation on gut microbiome change after H. pylori eradication remains unknown. Material methods: We received the data from two groups, including one group that received only standard triple therapy and another group that received S. boulardii probiotic in addition to triple therapy with the accession number: PRJEB29678 from the EBI online server. We analyzed the changes of the gut microbial community using Galaxy/CRS4 and kaiju server. Results: The dominant bacterial phyla in the study population included Bacteroides, Clostridium, Ruinoccoccus, Dorea, Faecalibacterium, Vibrio, Thermotalia, and Lactobacillus. Anaerobic bacteria such as Bacteroides and Clostridium were higher in the group receiving standard triple therapy. Moreover, the relative abundance of commensal bacteria was significantly higher in the group that received S. boulardii. Conclusion: S. boulardii is a suitable treatment option against H. pylori infection that stimulates the integrity and balance of normal microflora, which has an important role in reducing the side effects of antibiotics by strengthening the colonization of anaerobic bacteria and strengthening and supporting the commensal bacteria particularly Lactobacilli. © 2022 Elsevier Inc.",
"Si W., Liang H., Bugno J., Xu Q., Ding X., Yang K., Fu Y., Weichselbaum R.R., Zhao X., Wang L.",Lactobacillus rhamnosus GG induces cGAS/STING- dependent type i interferon and improves response to immune checkpoint blockade,2022,Gut,10.1136/gutjnl-2020-323426,"Objective Our goals were to evaluate the antitumour efficacy of Lactobacillus rhamnosus GG (LGG) in combination with immune checkpoint blockade (ICB) immunotherapies on tumour growth and to investigate the underlying mechanisms. Design We used murine models of colorectal cancer and melanoma to evaluate whether oral administration of LGG improves the efficacy of ICB therapies. We performed the whole genome shotgun metagenome sequencing of intestinal contents and RNA sequencing of dendritic cells (DCs). In a series of in vitro and in vivo experiments, we further defined the immunological and molecular mechanisms of LGG-mediated antitumour immunity. Results We demonstrate that oral administration of live LGG augmented the antitumour activity of anti-programmed cell death 1 (PD-1) immunotherapy by increasing tumour-infiltrating DCs and T cells. Moreover, the combination treatment shifted the gut microbial community towards enrichment in Lactobacillus murinus and Bacteroides uniformis, that are known to increase DC activation and CD8 + tumour recruitment. Mechanistically, treatment with live LGG alone or in combination with anti-PD-1 antibody triggered type I interferon (IFN) production in DCs, enhancing the cross-priming of antitumour CD8 + T cells. In DCs, cyclic GMP-AMP synthase (cGAS)/stimulator of IFN genes (STING) was required for IFN-β induction in response to LGG, as evidenced by the significant decrease in IFN-β levels in cGAS or STING-deficient DCs. LGG induces IFN-β production via the cGAS/STING/TANK binding kinase 1/interferon regulatory factor 7 axis in DCs. Conclusion Our findings have offered valuable insight into the molecular mechanisms of live LGG-mediated antitumour immunity and establish an empirical basis for developing oral administration of live LGG as a combination agent with ICB for cancer therapies. © 2022 BMJ Publishing Group. All rights reserved.",18.0
"Jiang Q.-L., Lu Y., Zhang M.-J., Cui Z.-Y., Pei Z.-M., Li W.-H., Lu L.-G., Wang J.-J., Lu Y.-Y.",Mucosal bacterial dysbiosis in patients with nodular lymphoid hyperplasia in the terminal ileum,2022,World Journal of Gastroenterology,10.3748/wjg.v28.i8.811,"BACKGROUND Nodular lymphoid hyperplasia (NLH) in the small intestine is a rare benign lesion characterized by multiple small nodules on the intestinal surface. Patients with terminal ileal NLH may experience long-term abdominal pain, diarrhea, and abdominal distension, among other symptoms. Supplementation with probiotics could mitigate these symptoms. NLH is linked to the immune system, and it may result from accumulation of plasma-cell precursors due to a maturational defect during the development of B lymphocytes. The intestinal microbiome plays an essential role in the immune system. Thus, we speculate that the gut flora plays a key role in terminal ileal NLH. AIM To explore the correlation between intestinal flora and terminal ileal NLH. METHODS We collected mucosal biopsy samples that were obtained via colonoscopy from 15 patients with terminal ileal NLH (the test group) and 15 normal subjects (the control group). We subsequently performed 16S-rRNA gene amplicon sequencing of these samples, and the results were evaluated using alpha diversity, beta diversity and microbial composition analyses. The Phylogenetic Investigation of Communities by Reconstruction of Unobserved States was used to predict the metabolic pathways and orthologous groups according to the Kyoto Encyclopedia of Genes and Genomes database. RESULTS Compared with the control group, the terminal ileal NLH group showed an increased alpha diversity (P < 0.05). The overall intestinal microbiota in the NLH group was significantly different from that of the control group (P < 0.05), implying that there was the dysbiosis in the terminal ileal NLH patients. The relative abundance of phylum Bacteroidetes was significantly lower in the NLH group, while that of Patescibacteria and Campilobacterota was significantly higher. The genus Bacteroides was the dominant gut microbiota in both groups, but its abundance was significantly lower in the test group than it was in the control group. Conversely, the relative abundances of Haemophilus, Streptococcus, Pseudomonas, Actinomyces, TM7X, Fusobacterium nucleatum, Parvimonas, Granulicatella, Helicobacter, and the [Eubacterium] nodatum group were significantly higher in the test group than they were in the control group. In addition, several altered metabolic pathways, orthologous groups, and modules were found. For example, the Peptidoglycan biosynthesis and Aminoacyl tRNA biosynthesis were both increased in the test group. CONCLUSION Maintaining the microbial balance and supplementing targeted protective bacteria could improve symptoms and potentially reduce the risk of lymphoma transformation in patients with terminal ileal NLH. © The Author(s) 2022. Published by Baishideng Publishing Group Inc. All rights reserved",
